image_id,file_name,split,class_label,x1,y1,x2,y2,area,iscrowd
278548,000000278548.jpg,train,car,246.24,360.73,262.82,374.35,165.79114999999976,0
278548,000000278548.jpg,train,car,200.75,358.39,223.76,374.37,169.9377000000006,0
278548,000000278548.jpg,train,person,447.58,371.48,482.43,418.05,653.7879500000003,0
278548,000000278548.jpg,train,person,427.03,366.28,446.62,384.93,203.72395000000026,0
278548,000000278548.jpg,train,person,407.16,366.1,423.42,387.65,150.85084999999967,0
278548,000000278548.jpg,train,person,215.87,364.19,240.05,391.4,372.4872999999999,0
278548,000000278548.jpg,train,car,214.91,355.21,231.76,373.62,139.4190999999998,0
278548,000000278548.jpg,train,truck,467.32,338.14,535.33,415.87,4104.958800000002,0
278548,000000278548.jpg,train,person,174.05,359.7,187.07,388.93,194.94180000000014,0
278548,000000278548.jpg,train,car,404.3,359.88,454.24,393.07,975.9550000000004,0
278548,000000278548.jpg,train,car,43.98,378.25,75.89,399.87,493.8163000000001,0
278548,000000278548.jpg,train,car,230.73,357.01,242.93,375.95,186.56010000000023,0
278548,000000278548.jpg,train,person,262.5,354.91,272.25,369.28,81.08925,0
278548,000000278548.jpg,train,person,158.95,365.98,182.81,411.81,543.7653499999997,0
278548,000000278548.jpg,train,person,8.87,378.18,84.44,475.61,4701.7236,0
458772,000000458772.jpg,train,car,96.59,241.45,212.15,277.87,2996.4559499999996,0
458772,000000458772.jpg,train,car,259.41,234.4,368.0,280.67,3968.1938999999993,0
458772,000000458772.jpg,train,car,0.0,230.34,67.79,285.77,2171.655,0
458772,000000458772.jpg,train,car,527.79,231.54,640.0,298.81,5924.145500000001,0
458772,000000458772.jpg,train,person,469.48,206.89,589.15,358.0,7443.3422999999975,0
458772,000000458772.jpg,train,person,215.96,234.46,232.13,282.98,550.7326999999998,0
458772,000000458772.jpg,train,person,374.84,244.96,394.15,275.12,254.16800000000038,0
458772,000000458772.jpg,train,person,390.31,247.38,397.31,264.61,67.3745,0
458772,000000458772.jpg,train,person,399.04,249.67,405.14,266.56,59.43185000000002,0
458772,000000458772.jpg,train,person,213.83,242.66,220.2,269.26,109.37200000000009,0
458772,000000458772.jpg,train,car,230.26,247.43,244.19,269.76,238.5463,0
458772,000000458772.jpg,train,car,229.34,243.9,252.72,267.46,242.85229999999984,0
458772,000000458772.jpg,train,car,254.49,249.16,262.4,264.12,84.12139999999965,0
458772,000000458772.jpg,train,truck,82.03,238.47,121.37,266.39,679.1045000000001,0
458772,000000458772.jpg,train,person,49.74,234.89,56.94,256.51,90.79055000000002,0
393241,000000393241.jpg,train,person,52.28,92.97,229.44,426.0,27185.426550000007,0
393241,000000393241.jpg,train,person,477.46,296.77,540.11,361.66,2437.7236500000026,0
393241,000000393241.jpg,train,person,518.0,298.17,552.29,363.45,1296.8967000000025,0
393241,000000393241.jpg,train,person,428.47,296.85,474.31,364.35,2158.7403,0
393241,000000393241.jpg,train,person,544.09,215.85,587.04,324.48,3212.260899999999,0
393241,000000393241.jpg,train,person,586.4,219.93,630.41,325.85,2906.539900000003,0
393241,000000393241.jpg,train,person,546.13,305.23,600.34,363.67,1951.9051500000014,0
393241,000000393241.jpg,train,person,153.17,297.72,210.61,363.78,1934.7987500000002,0
393241,000000393241.jpg,train,person,428.87,219.22,497.8,336.01,3665.4716999999982,0
393241,000000393241.jpg,train,car,476.29,268.66,552.92,313.79,2036.0985,0
393241,000000393241.jpg,train,car,344.67,257.33,444.25,306.59,1995.4578,0
393241,000000393241.jpg,train,person,245.08,80.67,519.61,419.37,36921.58500000001,0
393241,000000393241.jpg,train,car,202.26,254.06,267.19,295.53,2050.9413,0
393241,000000393241.jpg,train,car,39.45,257.39,63.69,287.11,452.0506500000007,0
393241,000000393241.jpg,train,person,614.66,302.99,640.0,362.38,1133.0630500000007,0
393241,000000393241.jpg,train,person,0.0,195.11,190.08,351.34,5947.7334,0
393241,000000393241.jpg,train,person,163.76,245.39,204.28,316.69,1181.7361500000006,0
557081,000000557081.jpg,train,person,157.48,110.86,302.4,422.93,24382.2531,0
557081,000000557081.jpg,train,person,341.44,120.22,555.92,423.19,29657.767750000003,0
360480,000000360480.jpg,train,person,244.87,58.81,395.12,426.84,22494.818000000003,0
360480,000000360480.jpg,train,person,200.83,236.11,227.8,313.01,953.2452499999987,0
360480,000000360480.jpg,train,person,28.62,245.53,46.7,288.79,405.4227500000001,0
360480,000000360480.jpg,train,person,165.18,248.54,177.12,290.45,335.69339999999977,0
360480,000000360480.jpg,train,person,93.47,248.92,102.22,286.16,135.69254999999976,0
360480,000000360480.jpg,train,car,58.14,249.99,96.36,277.65,563.7706499999995,0
360480,000000360480.jpg,train,car,118.62,242.21,170.24,262.96,831.69095,0
16418,000000016418.jpg,train,person,370.73,317.42,388.44,349.52,252.59664999999944,0
16418,000000016418.jpg,train,truck,274.3,371.47,434.19,476.23,8829.818150000001,0
16418,000000016418.jpg,train,truck,1.38,407.31,67.54,527.23,5695.365200000003,0
16418,000000016418.jpg,train,person,380.92,405.37,400.19,430.48,210.83805000000007,0
229415,000000229415.jpg,train,truck,567.77,266.27,640.0,297.46,1640.1846999999996,0
229415,000000229415.jpg,train,person,363.06,209.07,368.81,218.46,40.66050000000012,0
131118,000000131118.jpg,train,truck,71.72,250.4,94.58,267.25,349.94494999999984,0
131118,000000131118.jpg,train,truck,93.73,249.93,115.13,267.92,267.12149999999997,0
426031,000000426031.jpg,train,car,229.81,165.09,330.87,293.67,10227.67895,0
426031,000000426031.jpg,train,person,46.15,154.3,288.4,400.41,19495.966500000002,0
426031,000000426031.jpg,train,car,0.09,195.92,207.54,320.21,9183.41085,0
426031,000000426031.jpg,train,car,194.66,197.96,245.75,249.33,1557.0884500000002,0
426031,000000426031.jpg,train,car,0.0,184.11,52.76,226.53,1107.9842,0
426031,000000426031.jpg,train,car,155.58,185.96,219.79,227.47,822.0003499999998,0
147505,000000147505.jpg,train,car,202.7,169.4,335.7,276.91,11471.811749999999,0
147505,000000147505.jpg,train,car,229.13,156.34,264.13,175.08,321.56070000000017,0
147505,000000147505.jpg,train,person,296.55,153.66,315.01,175.26,170.62650000000016,0
147505,000000147505.jpg,train,person,179.35,159.4,189.64,188.92,171.27094999999957,0
147505,000000147505.jpg,train,car,219.83,157.7,235.21,178.45,211.66429999999997,0
147505,000000147505.jpg,train,truck,275.68,142.49,331.03,186.55,1588.0253499999997,0
147505,000000147505.jpg,train,person,111.31,165.66,194.11,325.63,7185.7187999999915,0
524338,000000524338.jpg,train,car,611.35,183.46,640.0,311.27,2261.3099499999994,0
524338,000000524338.jpg,train,person,224.36,58.07,346.25,438.83,21437.498649999994,0
524338,000000524338.jpg,train,truck,15.69,94.68,161.06,175.55,5848.320300000002,0
524338,000000524338.jpg,train,person,616.6,155.6,626.74,175.06,142.81899999999987,0
524338,000000524338.jpg,train,person,591.94,155.8,600.9,174.21,108.96204999999958,0
360500,000000360500.jpg,train,person,15.89,240.45,64.54,382.03,4274.002199999999,0
360500,000000360500.jpg,train,car,0.16,234.39,49.91,253.95,555.4101500000004,0
262197,000000262197.jpg,train,person,49.71,336.05,76.41,411.91,1282.0398999999998,0
262197,000000262197.jpg,train,person,196.28,351.94,208.62,369.7,98.76620000000014,0
262197,000000262197.jpg,train,person,208.44,343.57,219.72,372.35,157.15259999999986,0
262197,000000262197.jpg,train,car,588.53,341.6,608.39,353.69,143.8489000000001,0
262197,000000262197.jpg,train,truck,314.41,338.68,336.58,351.77,226.58449999999993,0
262197,000000262197.jpg,train,person,22.68,338.56,41.23,373.94,220.30720000000025,0
262197,000000262197.jpg,train,person,176.95,343.81,185.22,371.64,94.2051,0
262197,000000262197.jpg,train,person,38.13,340.2,50.77,360.64,124.72500000000001,0
262197,000000262197.jpg,train,person,183.59,342.85,199.62,373.54,200.3868500000001,0
262197,000000262197.jpg,train,car,315.05,337.7,336.67,352.12,243.37430000000063,0
294974,000000294974.jpg,train,person,49.33,114.64,69.47,165.57,438.18815,0
294974,000000294974.jpg,train,truck,0.0,428.58,71.91,562.34,7914.093600000002,0
262207,000000262207.jpg,train,person,127.5,41.14,145.69,70.16,372.4864500000001,0
262207,000000262207.jpg,train,car,416.12,103.28,504.16,160.86,2920.1773999999996,0
262207,000000262207.jpg,train,person,203.75,56.88,292.5,335.63,14397.65625,0
294977,000000294977.jpg,train,person,81.66,133.55,330.26,550.1,44341.85449999999,0
507969,000000507969.jpg,train,person,272.51,51.82,385.74,410.69,19575.77684999999,0
507969,000000507969.jpg,train,truck,548.27,245.92,575.88,265.82,466.5349499999997,0
196675,000000196675.jpg,train,car,607.69,220.4,639.2,257.47,838.702050000001,0
196675,000000196675.jpg,train,person,58.89,167.0,95.2,256.54,1348.8138499999998,0
196675,000000196675.jpg,train,person,26.94,157.58,58.93,254.47,1876.7516500000004,0
196675,000000196675.jpg,train,person,275.36,190.21,310.33,258.72,1095.1228500000004,0
196675,000000196675.jpg,train,person,307.65,186.47,339.46,264.37,1122.8442000000002,0
196675,000000196675.jpg,train,person,359.97,225.42,381.29,258.42,321.51534999999996,0
196675,000000196675.jpg,train,person,346.48,221.95,372.66,258.09,357.3390999999992,0
196675,000000196675.jpg,train,person,381.94,228.24,399.45,258.39,231.16515000000027,0
196675,000000196675.jpg,train,person,330.6,219.83,351.04,246.75,243.28859999999963,0
196675,000000196675.jpg,train,person,400.78,231.85,417.55,258.81,265.2092000000001,0
196675,000000196675.jpg,train,truck,86.68,190.25,145.3,230.68,1529.6808500000004,0
196675,000000196675.jpg,train,truck,606.29,220.71,640.0,257.85,919.6845000000012,0
196675,000000196675.jpg,train,person,455.04,194.29,513.08,294.14,1913.550400000001,0
409668,000000409668.jpg,train,person,500.24,229.9,509.46,257.7,166.4970499999999,0
409668,000000409668.jpg,train,person,325.24,224.24,334.35,248.18,145.76500000000027,0
409668,000000409668.jpg,train,car,235.57,224.2,268.26,263.1,913.3948000000001,0
409668,000000409668.jpg,train,car,288.74,218.68,307.96,248.29,347.4301499999998,0
196686,000000196686.jpg,train,car,474.05,183.68,565.74,233.56,2248.5798999999993,0
196686,000000196686.jpg,train,car,109.64,193.07,153.62,242.01,1403.8436999999997,0
196686,000000196686.jpg,train,car,158.21,198.55,275.47,262.74,3120.982400000001,0
196686,000000196686.jpg,train,car,472.52,211.95,513.66,241.87,893.7997500000001,0
196686,000000196686.jpg,train,truck,0.0,175.35,33.62,314.32,4165.92815,0
196686,000000196686.jpg,train,truck,262.05,181.42,333.86,265.83,4806.030650000002,0
196686,000000196686.jpg,train,truck,471.92,183.22,551.25,232.52,2283.0317999999997,0
393303,000000393303.jpg,train,car,572.25,216.12,629.58,232.4,439.32030000000015,0
393303,000000393303.jpg,train,car,474.96,214.59,502.03,228.59,64.18379999999979,0
393303,000000393303.jpg,train,car,628.18,218.6,639.48,231.27,96.03110000000056,0
393303,000000393303.jpg,train,car,540.23,213.67,558.75,221.77,95.25200000000011,0
393303,000000393303.jpg,train,truck,505.28,213.33,565.09,230.01,653.5502499999997,0
114776,000000114776.jpg,train,car,13.36,130.19,550.92,292.59,58373.28540000001,0
442456,000000442456.jpg,val,car,209.05,69.54,618.9,246.78,51221.333049999994,0
442456,000000442456.jpg,val,person,607.58,20.37,640.0,128.58,2098.857699999999,0
442456,000000442456.jpg,val,car,1.95,44.66,204.62,103.27,6499.28385,0
442456,000000442456.jpg,val,car,1.81,93.18,211.74,209.04,8528.72545,0
442456,000000442456.jpg,val,person,111.51,33.9,230.99,284.51,14548.273900000004,0
442456,000000442456.jpg,val,car,0.48,41.24,35.23,57.99,409.532,0
442456,000000442456.jpg,val,truck,204.68,72.55,614.84,245.37,54781.20325,0
295007,000000295007.jpg,train,person,593.28,265.09,640.0,384.99,3835.549200000001,0
295007,000000295007.jpg,train,person,226.13,243.83,244.72,363.69,1333.9962999999998,0
295007,000000295007.jpg,train,person,397.32,262.08,420.26,356.04,1557.844000000001,0
295007,000000295007.jpg,train,person,333.63,274.67,350.06,302.27,264.8575999999999,0
426083,000000426083.jpg,train,person,480.36,130.21,505.51,181.0,566.91275,0
426083,000000426083.jpg,train,person,300.0,116.75,312.9,131.34,70.71025000000027,0
426083,000000426083.jpg,train,person,142.48,110.15,149.52,123.97,50.05815000000003,0
426083,000000426083.jpg,train,person,276.82,112.89,283.05,127.24,51.62845000000013,0
131172,000000131172.jpg,train,car,207.83,9.33,299.54,58.36,1736.5031999999997,0
131172,000000131172.jpg,train,person,543.83,52.7,590.2,119.09,1856.0845,0
131172,000000131172.jpg,train,person,262.44,123.96,440.22,427.66,22395.013499999997,0
131172,000000131172.jpg,train,person,493.87,65.58,552.06,209.16,3720.557899999998,0
131172,000000131172.jpg,train,person,340.13,10.67,468.76,217.18,15389.48565,0
131172,000000131172.jpg,train,person,234.05,73.67,312.49,181.01,4107.540849999999,0
131172,000000131172.jpg,train,person,202.31,7.64,294.17,167.37,5627.710849999999,0
131172,000000131172.jpg,train,person,78.07,67.28,168.11,215.56,4720.587449999999,0
131172,000000131172.jpg,train,person,368.88,133.85,551.21,439.49,21373.309500000007,0
131172,000000131172.jpg,train,person,132.78,96.2,327.09,448.91,31332.79399999998,0
131172,000000131172.jpg,train,person,489.52,107.63,618.86,220.28,8502.034400000004,0
131172,000000131172.jpg,train,person,43.03,8.29,110.83,126.44,6083.4076,0
131172,000000131172.jpg,train,person,105.95,11.87,175.18,129.12,3485.781750000001,0
131172,000000131172.jpg,train,person,8.9,85.77,42.16,201.32,1212.15965,0
393317,000000393317.jpg,train,car,326.85,221.27,384.95,257.19,1590.7964000000002,0
393317,000000393317.jpg,train,car,578.16,274.39,640.0,342.64,2838.3316000000004,0
393317,000000393317.jpg,train,car,173.92,212.69,240.32,242.16,1527.3063499999996,0
393317,000000393317.jpg,train,car,402.26,220.55,433.89,243.79,464.42699999999934,0
393317,000000393317.jpg,train,car,546.26,245.65,639.92,301.9,2283.0626500000017,0
393317,000000393317.jpg,train,car,441.52,218.58,456.5,229.35,139.48605000000006,0
393317,000000393317.jpg,train,car,541.67,222.86,631.71,265.96,2993.8494499999993,0
393317,000000393317.jpg,train,car,309.95,211.4,352.74,235.58,635.5937500000003,0
393317,000000393317.jpg,train,person,420.18,219.95,449.22,292.86,1059.8727999999996,0
393317,000000393317.jpg,train,person,446.8,222.26,469.06,283.19,719.7481499999991,0
393317,000000393317.jpg,train,car,497.58,219.05,504.45,223.75,27.626399999999965,0
393317,000000393317.jpg,train,car,529.92,228.79,552.29,253.25,247.32755000000054,0
393317,000000393317.jpg,train,car,512.48,219.72,532.62,229.69,136.63469999999978,0
393317,000000393317.jpg,train,car,411.33,215.57,426.86,221.74,47.88440000000013,0
393317,000000393317.jpg,train,car,519.93,218.66,593.17,249.59,693.2065499999987,0
376934,000000376934.jpg,train,car,0.0,301.63,44.38,351.27,1706.4397499999998,0
376934,000000376934.jpg,train,person,343.99,156.18,363.53,179.94,257.7552000000001,0
376934,000000376934.jpg,train,person,293.47,142.22,336.36,172.95,580.9841999999996,0
376934,000000376934.jpg,train,person,365.27,159.05,385.16,185.61,364.8444000000001,0
376934,000000376934.jpg,train,person,441.69,181.81,463.76,205.92,333.23135000000013,0
376934,000000376934.jpg,train,person,481.54,193.17,505.13,216.24,270.863,0
376934,000000376934.jpg,train,person,154.01,161.33,169.64,174.73,158.01390000000004,0
376934,000000376934.jpg,train,person,200.28,95.55,252.1,166.51,2400.3330499999993,0
376934,000000376934.jpg,train,person,467.48,188.72,479.41,209.7,188.51754999999972,0
376934,000000376934.jpg,train,person,390.61,162.41,403.43,184.03,188.38494999999992,0
376934,000000376934.jpg,train,person,422.65,176.09,442.05,201.69,123.10000000000029,0
376934,000000376934.jpg,train,person,507.47,196.46,524.44,221.56,198.78979999999976,0
376934,000000376934.jpg,train,person,391.82,166.82,435.35,198.38,521.8048000000001,0
540774,000000540774.jpg,train,person,414.42,201.29,640.0,336.91,12642.226049999996,0
540774,000000540774.jpg,train,truck,186.64,173.05,231.46,194.1,589.3998499999996,0
180329,000000180329.jpg,train,car,326.76,155.91,587.97,383.38,38642.3358,0
180329,000000180329.jpg,train,car,468.92,182.37,500.2,202.45,398.25039999999996,0
180329,000000180329.jpg,train,person,268.92,175.19,326.76,313.02,4392.080449999996,0
180329,000000180329.jpg,train,person,142.33,182.45,166.21,218.75,313.34265,0
180329,000000180329.jpg,train,truck,496.36,170.61,565.53,207.81,1914.9744999999998,0
180329,000000180329.jpg,train,person,607.89,175.87,616.95,211.1,164.10109999999892,0
180329,000000180329.jpg,train,person,302.0,191.77,336.24,230.16,357.04225,0
180329,000000180329.jpg,train,person,619.27,174.17,625.96,212.96,137.31565000000148,0
180329,000000180329.jpg,train,person,610.66,181.63,623.17,220.86,265.62755000000004,0
180329,000000180329.jpg,train,person,452.36,180.8,460.42,196.25,93.97434999999994,0
196715,000000196715.jpg,train,car,314.35,297.55,581.17,400.13,18725.670749999997,0
196715,000000196715.jpg,train,truck,312.43,269.19,588.11,397.84,26130.519199999995,0
196715,000000196715.jpg,train,person,201.06,306.02,215.93,333.89,250.8133499999999,0
196715,000000196715.jpg,train,person,230.72,306.38,236.12,325.21,57.43310000000005,0
196715,000000196715.jpg,train,person,239.58,308.07,246.35,327.47,90.27089999999987,0
196715,000000196715.jpg,train,person,248.17,306.86,255.36,327.75,85.90695000000001,0
196715,000000196715.jpg,train,person,82.68,305.8,87.66,320.31,47.5836,0
196715,000000196715.jpg,train,person,128.88,309.75,133.24,322.56,34.23455000000009,0
196715,000000196715.jpg,train,person,55.67,301.67,72.06,345.76,393.76780000000014,0
196715,000000196715.jpg,train,person,98.58,310.31,105.17,321.39,41.26504999999992,0
196715,000000196715.jpg,train,person,546.83,312.38,550.98,325.31,39.313649999999825,0
196715,000000196715.jpg,train,person,629.03,314.64,635.22,328.37,54.06690000000014,0
196715,000000196715.jpg,train,person,420.59,310.51,428.96,322.41,56.292850000000165,0
196715,000000196715.jpg,train,person,252.02,306.4,256.25,327.06,47.63489999999999,0
327788,000000327788.jpg,train,person,264.55,105.12,397.3,420.29,30917.49715,0
327788,000000327788.jpg,train,person,468.37,44.06,640.0,425.0,48799.58965000001,0
327788,000000327788.jpg,train,person,209.32,40.54,313.88,424.45,21508.38805,0
327788,000000327788.jpg,train,person,119.65,104.81,234.52,420.69,25876.04754999999,0
327788,000000327788.jpg,train,person,370.81,55.78,498.21,425.0,28851.79049999999,0
327788,000000327788.jpg,train,person,5.25,67.16,140.62,421.85,34688.44730000001,0
114815,000000114815.jpg,train,person,510.15,409.36,526.2,426.88,122.6866500000003,0
114815,000000114815.jpg,train,person,623.92,400.43,635.33,427.0,208.64940000000053,0
114815,000000114815.jpg,train,person,422.08,404.36,434.24,420.1,123.02695000000027,0
327808,000000327808.jpg,train,car,119.14,344.35,183.35,379.85,1340.2320999999993,0
327808,000000327808.jpg,train,truck,5.15,347.68,37.05,358.83,222.4113999999998,0
327808,000000327808.jpg,train,car,14.24,362.52,123.28,467.94,5828.914649999998,0
327808,000000327808.jpg,train,car,320.25,368.43,374.63,421.03,1816.0929000000003,0
327808,000000327808.jpg,train,car,0.0,402.98,102.62,500.0,7701.446899999995,0
327808,000000327808.jpg,train,car,302.53,374.39,328.04,382.77,89.9384999999998,0
327808,000000327808.jpg,train,car,300.57,345.4,367.25,365.53,804.2225999999998,0
327808,000000327808.jpg,train,car,171.58,352.86,218.27,374.13,244.21915000000007,0
327808,000000327808.jpg,train,car,265.27,351.0,305.19,371.41,405.2239500000005,0
327808,000000327808.jpg,train,car,113.59,375.83,147.79,437.63,1340.5257000000004,0
327808,000000327808.jpg,train,car,63.69,346.66,141.39,377.71,1523.5526499999983,0
327808,000000327808.jpg,train,car,203.0,347.67,247.51,374.18,566.0503499999993,0
327808,000000327808.jpg,train,car,241.8,350.76,280.3,372.98,626.5767500000012,0
327808,000000327808.jpg,train,car,284.38,359.08,374.93,411.0,1651.11445,0
16513,000000016513.jpg,train,person,133.57,183.05,180.9,228.0,965.8659,0
16513,000000016513.jpg,train,car,574.71,95.48,619.87,111.66,500.2652499999997,0
16513,000000016513.jpg,train,person,563.81,122.28,574.68,156.51,276.50734999999986,0
16513,000000016513.jpg,train,person,232.75,201.33,259.73,240.51,596.4251,0
16513,000000016513.jpg,train,car,623.7,101.48,639.93,112.94,142.72804999999934,0
163970,000000163970.jpg,train,truck,178.09,20.2,583.11,420.43,102794.25210000004,0
163970,000000163970.jpg,train,person,97.56,236.82,111.03,282.63,445.4642500000001,0
163970,000000163970.jpg,train,person,88.97,237.56,101.24,278.56,127.75555,0
163970,000000163970.jpg,train,person,33.65,240.83,50.02,293.75,555.6895500000002,0
163970,000000163970.jpg,train,person,29.21,242.56,36.24,253.54,36.24479999999999,0
163970,000000163970.jpg,train,person,8.75,234.93,35.6,304.86,1122.6626499999998,0
163970,000000163970.jpg,train,person,106.19,242.7,115.12,256.13,70.70920000000004,0
163970,000000163970.jpg,train,person,49.58,241.1,74.34,301.55,875.5362500000002,0
163970,000000163970.jpg,train,person,84.63,238.86,95.64,278.65,296.40314999999964,0
49283,000000049283.jpg,train,car,1.51,145.6,39.26,267.92,3671.9991500000006,0
49283,000000049283.jpg,train,car,140.91,197.2,178.51,229.38,898.5137499999996,0
49283,000000049283.jpg,train,car,534.27,174.43,575.14,210.76,1082.400350000001,0
49283,000000049283.jpg,train,car,569.96,177.54,592.44,198.0,322.2687499999996,0
49283,000000049283.jpg,train,car,590.1,168.77,615.91,183.68,293.98124999999976,0
